user;date;text;location;retweeter_usr
AndaraHernandez;Fri Feb 11 23:58:11 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Venezuela;KatyaYushchenko
VeeForNow;Fri Feb 11 23:58:07 +0000 2022;RT @GerberKawasaki: War is not the answer. We must show strength and resolve against Russian and Chinese aggression. The world must work to…;San Francisco, CA;KatyaYushchenko
ArchetypeEarth4;Fri Feb 11 23:57:54 +0000 2022;RT @politico: Russia has moved warships from across the globe toward Ukraine in one of the largest displays of naval firepower since the Co…;Orange City, FL;KatyaYushchenko
trishawagoner1;Fri Feb 11 23:57:51 +0000 2022;RT @GordonGChang: When #Biden took office, the world was stable. Now, we are on the verge of war, in both #Europe and #Asia. #Ukraine #Ukra…;Niles, MI;KatyaYushchenko
GauvinGlaude;Fri Feb 11 23:57:51 +0000 2022;RT @AviationTracker: 🇺🇸 The flood of USAF C-17s continue as NATO assessments now put the beginning of war in Eastern Europe as soon as Tues…;Manitoulin Island;KatyaYushchenko
L1_5EarthMoonMN;Fri Feb 11 23:57:37 +0000 2022;"RT @NewsHour: The Biden administration has issued its most urgent warning yet that Russia could launch a war in Ukraine at any time. 

U.S.…";Mongolia;KatyaYushchenko
Ankukhin;Fri Feb 11 23:57:33 +0000 2022;"RT @VeraVanHorne: Ukraine mobilises its army and SBU to attack DPR and LPR and involve Russia in the Donbass war - Donbass Insider
 https:/…";Россия;KatyaYushchenko
TartanSeer;Fri Feb 11 23:57:30 +0000 2022;RT @PhantomPower14: Britain - ready to risk war with Russia to defend Ukraine’s sovereignty while doing everything to deny Scotland’s sover…;Scotland;KatyaYushchenko
m2meta;Fri Feb 11 23:57:26 +0000 2022;"RT @PARABOLIT: Ukraine doesn't want war 

Russia doesn't want war 

United States keeps pushing war";New York, USA;KatyaYushchenko
JessRodriUSA;Fri Feb 11 23:57:22 +0000 2022;"RT @rishu_1809: #UkraineCrisis #Russia #Ukraine

United Nations trying to Stop War when America or Russia is involved : https://t.co/ONRWyw…";United States;KatyaYushchenko
GENO1141;Fri Feb 11 23:56:42 +0000 2022;RT @Dknarfstudios: Remember when they said Trump was going to get us into a war with Russia, China, Iran,  and North Korea… I don’t hear an…;Staten Island, NY;KatyaYushchenko
Gohahwei1;Fri Feb 11 23:56:40 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Australia;KatyaYushchenko
CKatsambiris;Fri Feb 11 23:56:39 +0000 2022;RT @Victor744498869: @ASBMilitary Ukraine will be the next proxy war, like it or not, America and Britain want it to weaken the EU and Russ…;geelong;KatyaYushchenko
a4floridacajun;Fri Feb 11 23:56:29 +0000 2022;RT @GordonGChang: When #Biden took office, the world was stable. Now, we are on the verge of war, in both #Europe and #Asia. #Ukraine #Ukra…;Niceville, FL;KatyaYushchenko
rN4RzE82xSSg0lT;Fri Feb 11 23:56:15 +0000 2022;"RT @fash_tankie: Russia:
&gt; Threatens to invade Ukraine.
&gt; Establishes field hospitals close to the border.
&gt; Moves half of its armed forces…";Ealing, London;KatyaYushchenko
Anon__Nurse;Fri Feb 11 23:56:15 +0000 2022;"RT @Judson4Congress: World War III won't start in the Ukraine.

Nope.

In 2029, when the GQP controls America and CAN'T be voted out, the 3…";Between The A and T ;KatyaYushchenko
SmokeMoonJaguar;Fri Feb 11 23:56:14 +0000 2022;"RT @Matt_VanDyke: World War 3, World War III, and WWIII trending thanks to #Russia bots &amp; propaganda accounts to scare people about #Ukrain…";All Bay All Day;KatyaYushchenko
Etoro_Airwalk86;Fri Feb 11 23:56:12 +0000 2022;RT @GarethSoloway: Talk of #Russia #Ukraine war comes out on a Friday afternoon to scare investors into selling into the weekend. Of course…;London, England;KatyaYushchenko
KevinWeston13;Fri Feb 11 23:56:05 +0000 2022;RT @trussliz: This week I am in Moscow to deliver a strong message that war in Ukraine would be disastrous for Russia, Ukraine and European…;Wales, United Kingdom;KatyaYushchenko
MezainBerlin;Fri Feb 11 23:55:57 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Berlin;KatyaYushchenko
_Velius;Fri Feb 11 23:55:55 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;they/them, ae/aer;KatyaYushchenko
JuanWild51;Fri Feb 11 23:55:51 +0000 2022;RT @JohnBroadfoot: Diane Abbott backs Russia! Labour MP says Boris and Biden to blame for Ukraine threat https://t.co/PPQdlog0fc;against the odds..;KatyaYushchenko
ajboekestijn;Fri Feb 11 23:55:50 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;Nederland;KatyaYushchenko
james_bert_mill;Fri Feb 11 23:55:50 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Ohio, USA;KatyaYushchenko
kittayamari;Fri Feb 11 23:55:47 +0000 2022;RT @MarkAmesExiled: Russia-Ukraine war prediction: the Angloid media will report, without skepticism, any leak Langley whispers in their ea…;Leadville, CO;KatyaYushchenko
SayNoEuro2012;Fri Feb 11 23:55:44 +0000 2022;RT @ViktoriiaUAH: Some scenes from Euromaidan today. The people of Ukraine appreciate all the people of the USA, Canada, UK..ect have done…;Ukraine, TRUMPPIST-1;KatyaYushchenko
laschasmails;Fri Feb 11 23:55:44 +0000 2022;"RT @shustry: Saying Russia could invade Ukraine ""any day"" is a non-statement. It's not wrong, it's just tautology. Russia invaded in 2014.…";Geo/Ger;KatyaYushchenko
fingalpimpernel;Sat Feb 12 23:59:57 +0000 2022;RT @farrelly_peter: Didn’t even tweet him tonight, I just liked a reply sent to him calling out his baffling opinion that the Ukraine/Russi…;Dublin, Ireland;KatyaYushchenko
mkj1951;Sat Feb 12 23:59:56 +0000 2022;RT @Acyn: Tulsi: President Biden could end this crisis and prevent a war with Russia by doing something very simple: guaranteeing that Ukra…;Nova Scotia, Canada;KatyaYushchenko
nlshowalter;Sat Feb 12 23:59:46 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;#Virginia #Michigan;KatyaYushchenko
TheDadalorian94;Sat Feb 12 23:59:41 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Stinesville, IN;KatyaYushchenko
csmgomez;Sat Feb 12 23:59:38 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;Fort Bragg, NC;KatyaYushchenko
MariaSchenetzke;Sat Feb 12 23:59:35 +0000 2022;RT @JuliaDavisNews: Retired senior FSB officer, Major General Savostyanov, spoke out in support of Ivashov's statement, opposing Russia's w…;Little Rock, AR;KatyaYushchenko
ODonnellEnterp1;Sat Feb 12 23:59:32 +0000 2022;RT @ErikTiel: There was no war with Trump! Not one! #UkraineCrisis #Ukraine #putin #Poetin #RussiaUkraine #Russia https://t.co/vc8KBMyti4;Kerry, Ireland;KatyaYushchenko
SpecGhost;Sat Feb 12 23:59:30 +0000 2022;"RT @Matt_VanDyke: World War 3, World War III, and WWIII trending thanks to #Russia bots &amp; propaganda accounts to scare people about #Ukrain…";Everywhere: More... Link →;KatyaYushchenko
SpecGhost;Sat Feb 12 23:59:26 +0000 2022;RT @Matt_VanDyke: Russia may or may not invade #Ukraine, but there won’t be war between the US/NATO and #Russia. Propaganda suggesting that…;Everywhere: More... Link →;KatyaYushchenko
carlosp2311967;Sat Feb 12 23:59:22 +0000 2022;"RT @aaronjmate: “The [Ukraine] crisis,"" the Washington Post wrote in a now deleted passage, ""is a major test of Biden’s presidency as Putin…"; Hull Kirk Ella, England;KatyaYushchenko
Ecatetriformis;Sat Feb 12 23:59:19 +0000 2022;RT @I_Katchanovski: My studies found that Right Sector, which then included this #NeoNazis organization, was involved in Maidan massacre of…;Et de hoc satis;KatyaYushchenko
Alpenmilch_lu;Sat Feb 12 23:59:05 +0000 2022;"RT @salmacezanne: @richimedhurst Yes, the US is quivering for a war.
Europe does not want one.
Ukraine does not want one.
Russia does not w…";Luxembourg;KatyaYushchenko
wardiamonds;Sat Feb 12 23:59:03 +0000 2022;"RT @aaronjmate: “The [Ukraine] crisis,"" the Washington Post wrote in a now deleted passage, ""is a major test of Biden’s presidency as Putin…";Limerick, Ireland;KatyaYushchenko
RCWeslowski;Sat Feb 12 23:59:00 +0000 2022;"RT @aaronjmate: “The [Ukraine] crisis,"" the Washington Post wrote in a now deleted passage, ""is a major test of Biden’s presidency as Putin…";Vancouver;KatyaYushchenko
HayelKhazaal;Sat Feb 12 23:58:39 +0000 2022;RT @Telegraph: 🇺🇦 Vladimir Putin is planning a “false flag” event as a pretext for a full-scale invasion of Ukraine as soon as Wednesday.…;United Kingdom;KatyaYushchenko
ljcalnon;Sat Feb 12 23:58:34 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;United States;KatyaYushchenko
JoanDevizes;Sat Feb 12 23:58:32 +0000 2022;RT @talkRADIO: Former Labour leader Jeremy Corbyn has said NATO’s “build-up of military personnel” in Eastern Europe is to blame for the cu…;Europe;KatyaYushchenko
L_Gale517;Sat Feb 12 23:58:18 +0000 2022;"RT @aaronjmate: “The [Ukraine] crisis,"" the Washington Post wrote in a now deleted passage, ""is a major test of Biden’s presidency as Putin…";North Carolina, USA;KatyaYushchenko
rRealNeilNash;Sat Feb 12 23:58:13 +0000 2022;RT @talkRADIO: Former Labour leader Jeremy Corbyn has said NATO’s “build-up of military personnel” in Eastern Europe is to blame for the cu…;England;KatyaYushchenko
law06;Sat Feb 12 23:58:01 +0000 2022;RT @BabakTaghvaee: Video shows sixteen transport helicopters which are Mi-8AMTSh or Mi-8MTV-5 of #Russia Air Force over Novogorod. They fle…;LANケーブルの中;KatyaYushchenko
SpotterIrish;Sat Feb 12 23:57:36 +0000 2022;RT @farrelly_peter: Didn’t even tweet him tonight, I just liked a reply sent to him calling out his baffling opinion that the Ukraine/Russi…;Ireland;KatyaYushchenko
lilitica;Sat Feb 12 23:57:30 +0000 2022;"RT @BenjaminNorton: The US escalation strategy in Ukraine seems to be one of these:

-launch an attack on the Donbas, force Russia to inter…";US;KatyaYushchenko
souljahsingh;Sat Feb 12 23:57:27 +0000 2022;"RT @johncardillo: Biden’s weakness and dementia are making the world a far more dangerous place. 

There would be no chance of war between…";Toronto, Ontario, Canada;KatyaYushchenko
agescura;Sat Feb 12 23:57:20 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;Almassora, País Valencià;KatyaYushchenko
MatinGhori;Sat Feb 12 23:57:20 +0000 2022;RT @ejmalrai: If you listen to the #US news, u almost believe that there is already a war happening in #Ukraine. If you live in #Europe, pe…;Rome, Italia;KatyaYushchenko
Pickle2884;Sat Feb 12 23:57:10 +0000 2022;"RT @DoctorGerhard: US marine Corps:

A war with Russia would be unlike anything the US and NATO have ever experienced. 

Destruction looms…";Not #UK - Ahhhh that's better ;KatyaYushchenko
alin_robitu;Sat Feb 12 23:56:58 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;England, United Kingdom;KatyaYushchenko
_markieesteven;Sat Feb 12 23:56:55 +0000 2022;"RT @AJEnglish: ""Russian decision-makers know well that they do not have the means to maintain a large-scale war.""

— writes @DrHarunYilmaz…";Rossiya Federatsiyasi;KatyaYushchenko
GMitakides;Sat Feb 12 23:56:54 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;Loutraki Greece;KatyaYushchenko
JulieCuninghame;Sat Feb 12 23:56:53 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;Middleton on sea ;KatyaYushchenko
MWlachovsky;Sat Feb 12 23:56:45 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";Bratislava, Slovakia;KatyaYushchenko
stevelapsl;Sat Feb 12 23:56:44 +0000 2022;"RT @schraubd: Since there is precisely no chance that the US is going to go to war over Russia's actions in Ukraine, the only ""anti-war"" po…";England, United Kingdom;KatyaYushchenko
peter_thrash;Sat Feb 12 23:56:43 +0000 2022;"RT @aaronjmate: “The [Ukraine] crisis,"" the Washington Post wrote in a now deleted passage, ""is a major test of Biden’s presidency as Putin…";Huntington Beach ;KatyaYushchenko
RobertCalifna77;Sat Feb 12 23:56:42 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;The Panopticon;KatyaYushchenko
Bojan_Perkov;Sat Feb 12 23:56:41 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;Belgrade 🇷🇸 (.rs/.срб);KatyaYushchenko
mmg_ruebenach;Sat Feb 12 23:56:29 +0000 2022;RT @caitoz: Is there any doubt that the same propaganda machine which convinced half the US political spectrum that the highest levels of t…;I'm exactly where I should be;KatyaYushchenko
eishsadehy;Sat Feb 12 23:56:11 +0000 2022;RT @SamuelJHyde11: So Russia is about to invade sovereign Ukraine. Which could send multiple countries of the West into war. 11 countries a…;Judea ܝܗܘܕܗ يهوده יהודה to NYC;KatyaYushchenko
WilsonO36040576;Sat Feb 12 23:55:58 +0000 2022;RT @ASBMilitary: THREAD: It seems that many of our followers are lost in the main stream narrative of the whole Russia - Ukraine crisis. We…;Salvador, Brasil;KatyaYushchenko
MarianCantwellF;Sat Feb 12 23:55:57 +0000 2022;RT @SamRamani2: Everyone is predicting war between Russia and Ukraine except Russia and Ukraine;PNW;KatyaYushchenko
martymalt;Sat Feb 12 23:55:56 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Ancient Rome...also now.;KatyaYushchenko
MariEdinburgh;Sun Feb 13 23:59:54 +0000 2022;"RT @AgnesCPoirier: ""No one has suggested that the proper response to Putin’s information war on our political system would be an informatio…";Scotland, United Kingdom;KatyaYushchenko
prasadhemant;Sun Feb 13 23:59:49 +0000 2022;"RT @sidhant: Internationally:
-Munich Security conference from 18th to 20th Feb

-Russia to hold UNSC meet on Ukraine on 17th (Titled Imple…";Bharat | Malaysia | Singapore;KatyaYushchenko
jbench5;Sun Feb 13 23:59:31 +0000 2022;"RT @Cernovich: Russia: We aren’t going to invade Ukraine. 

Ukraine: Russia isn’t going to invade.

Media: WAR IS IMMINENT arm Ukraine and…";Inland Empire of Cali;KatyaYushchenko
AlexSch23460780;Sun Feb 13 23:59:26 +0000 2022;RT @catfishyak: Good morning to everyone who knows that Joe is not helping to start a fucking war between Ukraine and Russia just to get Hu…;San Jose, CA;KatyaYushchenko
Gunn53;Sun Feb 13 23:59:20 +0000 2022;"RT @Chellaney: The world's biggest military buildup is China’s buildup against India. But India is calmly handling China’s war threat. 

Bi…";Beam me up!;KatyaYushchenko
HBConservative1;Sun Feb 13 23:59:10 +0000 2022;RT @RealCandaceO: The best part is that the Ukrainian President has asked the CIA to provide proof that Russia is planning to invade and th…;USA;KatyaYushchenko
Styleseer;Sun Feb 13 23:59:08 +0000 2022;RT @sbg1: Early on a Sunday morning, with Russia and its 100k army on the brink of invading Ukraine, I’m wondering where are all the anti w…;San Francisco;KatyaYushchenko
o_osnia;Sun Feb 13 23:59:08 +0000 2022;"RT @Cernovich: Russia: We aren’t going to invade Ukraine. 

Ukraine: Russia isn’t going to invade.

Media: WAR IS IMMINENT arm Ukraine and…";Heaven;KatyaYushchenko
pro_sxm;Sun Feb 13 23:59:06 +0000 2022;"RT @SarahRobert42: Putin : ''If Ukraine joins NATO &amp; attempts to bring Crimea back, European countries will be pulled into a war with Russi…";Ile-de-France, France 🇫🇷;KatyaYushchenko
